Event Name,Event Type,Title,Qualifications
Southwest Oaks Blended Qualifier: VEX V5 Robotics Competition High Stakes,Other,Build Award (VRC/VEXU/VAIRC),
2025 Ohio VEX V5 HS Robotics State Championship: VEX V5 Robotics Competition High Stakes High School Division,Regional,Innovate Award (VRC/VEXU/VAIRC),World Championship
