Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #6,2024-10-05T13:09:53-04:00,34,23,11,0.19298245614035087,W,blue,blue,334Y,20W,1281R,2150A
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #9,2024-10-05T13:25:42-04:00,30,32,-2,-0.03225806451612903,L,blue,red,948J,884A,1437X,2150A
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #17,2024-10-05T14:02:12-04:00,4,30,-26,-0.7647058823529411,L,red,blue,20Z,2150A,11444X,2150B
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #22,2024-10-05T14:23:18-04:00,27,35,-8,-0.12903225806451613,L,blue,red,884A,1281A,404E,2150A
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #31,2024-10-05T15:47:55-04:00,24,45,-21,-0.30434782608695654,L,red,blue,51323W,2150A,2419R,1281X
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #37,2024-10-05T16:08:57-04:00,36,0,36,1.0,W,red,red,2150A,652A,20V,1138Z
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #48,2024-10-05T16:48:08-04:00,17,40,-23,-0.40350877192982454,L,blue,red,54545X,334U,20S,2150A
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #51,2024-10-05T16:58:20-04:00,36,8,28,0.6363636363636364,W,red,red,599Z,2150A,92620A,404Z
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,Qualifier #59,2024-10-05T17:35:19-04:00,18,15,3,0.09090909090909091,W,blue,blue,1138B,20V,1437V,2150A
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,R16 #2-1,2024-10-05T18:47:55-04:00,26,7,19,0.5757575757575758,W,blue,blue,404E,92620A,1281R,2150A
Clash in the Canyon: High Stakes : V5RC High School Only,Other,None,QF #1-1,2024-10-05T19:09:54-04:00,24,40,-16,-0.25,L,blue,red,652A,334Y,1281R,2150A
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,Qualifier #5,2024-10-27T12:46:18-04:00,22,21,1,0.023255813953488372,W,blue,blue,52274X,1281R,2150A,628M
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,Qualifier #21,2024-10-27T13:52:16-04:00,23,22,1,0.022222222222222223,W,red,red,3356B,2150A,15442B,334M
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,Qualifier #30,2024-10-27T14:35:14-04:00,27,43,-16,-0.22857142857142856,L,red,blue,2150A,3284B,507B,652A
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,Qualifier #41,2024-10-27T16:00:37-04:00,13,28,-15,-0.36585365853658536,L,red,blue,224X,2150A,6627A,2150B
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,Qualifier #47,2024-10-27T16:21:38-04:00,21,21,0,0.0,D,blue,Tie,91745A,507D,7700K,2150A
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,Qualifier #60,2024-10-27T17:18:22-04:00,39,21,18,0.3,W,blue,blue,3356C,847X,15442C,2150A
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,Qualifier #68,2024-10-27T17:52:19-04:00,20,43,-23,-0.36507936507936506,L,red,blue,334N,2150A,8917B,1281A
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,R16 #8-1,2024-10-27T19:22:53-04:00,44,0,44,1.0,W,red,red,569D,2150A,91745B,91745A
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,QF #4-1,2024-10-27T19:45:27-04:00,23,13,10,0.2777777777777778,W,blue,blue,2496Y,3284B,569D,2150A
V5RC 8th Annual Damien Spartan High School Challenge: High Stakes / High School Only,Other,None,SF #2-1,2024-10-27T20:08:14-04:00,25,48,-23,-0.3150684931506849,L,blue,red,652A,6627X,569D,2150A
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,Qualifier #7,2024-11-16T13:16:39-05:00,43,7,36,0.72,W,red,red,2150A,569B,76607Y,569C
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,Qualifier #12,2024-11-16T13:40:25-05:00,25,4,21,0.7241379310344828,W,blue,blue,6526H,2496X,2150A,15442A
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,Qualifier #17,2024-11-16T14:04:05-05:00,29,15,14,0.3181818181818182,W,red,red,91709G,2150A,21B,34020A
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,Qualifier #21,2024-11-16T14:21:11-05:00,25,26,-1,-0.0196078431372549,L,blue,red,99999P,1836R,2496Y,2150A
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,Qualifier #28,2024-11-16T14:52:49-05:00,0,22,-22,-1.0,L,red,blue,2150A,2541B,569D,2150B
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,Qualifier #36,2024-11-16T16:23:03-05:00,19,11,8,0.26666666666666666,W,blue,blue,21C,34020B,2541A,2150A
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,R16 #4-1,2024-11-16T17:14:56-05:00,45,2,43,0.9148936170212766,W,red,red,2150A,15442A,21C,21B
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,QF #2-1,2024-11-16T17:32:17-05:00,22,11,11,0.3333333333333333,W,blue,blue,21A,2150B,2150A,15442A
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,SF #1-1,2024-11-16T17:47:24-05:00,32,31,1,0.015873015873015872,W,blue,blue,99999P,2496W,2150A,15442A
Bots & Bolts Donut Domination: VEX V5 : High Stakes : High School,Other,Event Region Championship,Final #1-1,2024-11-16T18:17:41-05:00,31,17,14,0.2916666666666667,W,red,red,2150A,15442A,34020B,34020A
Beach Brawl @ McBride: VEX V5 Robotics Competition High Stakes February 8th,Other,Event Region Championship,Qualifier #7,2025-02-08T13:21:59-05:00,21,30,-9,-0.17647058823529413,L,blue,red,13889X,462A,2150S,2150A
