Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
Santa Robot Clash 2024: High Stakes Competition at ISBasel,Other,None,Qualifier #6,2024-11-29T05:20:03-05:00,31,1,30,0.9375,W,red,red,15520B,9231A,41510D,21052A
Santa Robot Clash 2024: High Stakes Competition at ISBasel,Other,None,Qualifier #11,2024-11-29T05:49:42-05:00,43,0,43,1.0,W,blue,blue,73447B,36817C,41510A,9231A
Santa Robot Clash 2024: High Stakes Competition at ISBasel,Other,None,Qualifier #18,2024-11-29T07:25:13-05:00,28,5,23,0.696969696969697,W,blue,blue,15520A,41510C,41510B,9231A
Santa Robot Clash 2024: High Stakes Competition at ISBasel,Other,None,Qualifier #25,2024-11-29T08:07:01-05:00,39,7,32,0.6956521739130435,W,red,red,41510X,9231A,9231W,41510Z
Santa Robot Clash 2024: High Stakes Competition at ISBasel,Other,None,Qualifier #30,2024-11-29T08:35:55-05:00,22,18,4,0.1,W,blue,blue,21052B,68300A,41510X,9231A
Santa Robot Clash 2024: High Stakes Competition at ISBasel,Other,None,Qualifier #35,2024-11-29T09:04:10-05:00,43,5,38,0.7916666666666666,W,blue,blue,36817C,15520C,36817B,9231A
Santa Robot Clash 2024: High Stakes Competition at ISBasel,Other,None,Qualifier #44,2024-11-29T09:05:00-05:00,0,0,0,-1,D,red,Tie,9231X,9231A,73447B,9231Z
2024-2025 VEX V5 Robotics Competition Asia Open Signature Event: High School,Signature,None,Qualifier #10,2024-12-30T01:13:05-05:00,47,17,30,0.46875,W,red,red,10198A,9231A,84567A,88109X
2024-2025 VEX V5 Robotics Competition Asia Open Signature Event: High School,Signature,None,Qualifier #19,2024-12-30T02:03:10-05:00,32,34,-2,-0.030303030303030304,L,blue,red,81011X,75533M,9231A,24824K
2024-2025 VEX V5 Robotics Competition Asia Open Signature Event: High School,Signature,None,Qualifier #27,2024-12-30T02:49:25-05:00,37,16,21,0.39622641509433965,W,blue,blue,19590N,69960H,10641C,9231A
2024-2025 VEX V5 Robotics Competition Asia Open Signature Event: High School,Signature,None,Qualifier #37,2024-12-30T03:48:17-05:00,47,18,29,0.4461538461538462,W,red,red,9231A,18422B,89866D,92269A
