Event Name,Event Type,Title,Qualifications
High Stakes Winter Classic at Mashpee Middle High School,Other,Excellence Award (VRC/VEXU/VAIRC),Event Region Championship
High Stakes Winter Classic at Mashpee Middle High School,Other,Tournament Champions (VRC/VEXU/VAIRC),Event Region Championship
The Winter Classic at Abbott Lawrence Academy,Other,Innovate Award (VRC/VEXU/VAIRC),
North Andover High School V5RC High Stakes - HS Qualifier,Other,Tournament Finalists (VRC/VEXU/VAIRC),Event Region Championship
North Andover High School V5RC High Stakes - HS Qualifier,Other,Innovate Award (VRC/VEXU/VAIRC),
