Event Name,Event Type,Title,Qualifications
2024“大湾区”VEX机器人全国邀请赛-VEX V5高中组,Other,Amaze Award (VRC/VEXU/VAIRC),
亚洲机器人联盟慈善基金2024-2025赛季VEX机器人 广州（二）城市选拔赛--V5RC初高混组,Other,Tournament Finalists (VRC/VEXU/VAIRC),
2024第十五届VEX亚洲机器人锦标赛中国选拔赛--VEX V5高中组,National,Inspire Award (VRC/VEXU/VAIRC),
全国VEX机器人精英赛: V5-HS,National,Tournament Finalists (VRC/VEXU/VAIRC),World Championship
2024第十五届VEX亚洲机器人锦标赛中国选拔赛--VEX V5高中组,National,Tournament Finalists (VRC/VEXU/VAIRC),
