Event Name,Event Type,Title,Qualifications
Steel Stampede at Legacy: VEX V5 Robotics Competition Blended MS/HS No Judging,Other,Tournament Finalists (VRC/VEXU/VAIRC),
Steel Stampede at Legacy: VEX V5 Robotics Competition Blended MS/HS No Judging,Other,Robot Skills Champion (VRC/VEXU/VAIRC),
Battle at Basic: VEX V5 Robotics Competition HS Only All in person judging and Physical Notebooks,Other,Build Award (VRC/VEXU/VAIRC),
Battle in the Bullpen: VEX V5 Robotics Competition Blended HS/MS Digital Notebooks,Other,Tournament Champions (VRC/VEXU/VAIRC),Event Region Championship
Utah Tech STEM Outreach Center V5RC Tournament 2: V5RC Blended HS/MS Remote Notebooks,Other,Tournament Champions (VRC/VEXU/VAIRC),Event Region Championship
Utah Tech STEM Outreach Center V5RC Tournament 2: V5RC Blended HS/MS Remote Notebooks,Other,Design Award (VRC/VEXU/VAIRC),Event Region Championship
