Event Name,Event Type,Qualification,Match Name,Start Time,Team Score,Opponent Score,Winning Margin,Normalised Winning Margin,Verdict,Team Alliance,Winning Alliance,Red Team 1,Red Team 2,Blue Team 1,Blue Team 2
AEROpalooza VEX V5 Robotics Competition: Middle and High School Teams,Other,None,Qualifier #31,2025-01-25T15:06:07-05:00,15,19,-4,-0.11764705882352941,L,red,blue,35244D,18031A,35016X,35244C
AEROpalooza VEX V5 Robotics Competition: Middle and High School Teams,Other,None,Qualifier #39,2025-01-25T16:14:23-05:00,34,0,34,1.0,W,blue,blue,90601F,35244A,18031A,90601C
AEROpalooza VEX V5 Robotics Competition: Middle and High School Teams,Other,None,R16 #6-1,2025-01-25T17:01:11-05:00,52,5,47,0.8245614035087719,W,red,red,90601C,18031A,37334B,37334K
AEROpalooza VEX V5 Robotics Competition: Middle and High School Teams,Other,None,QF #3-1,2025-01-25T17:30:22-05:00,15,45,-30,-0.5,L,blue,red,35016Z,31218W,90601C,18031A
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #2,2025-02-08T11:15:03-05:00,32,18,14,0.28,W,red,red,13205F,18031A,37334A,13205C
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #5,2025-02-08T11:27:42-05:00,32,18,14,0.28,W,blue,blue,37334F,37334B,18031A,13205A
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #10,2025-02-08T11:52:52-05:00,27,22,5,0.10204081632653061,W,red,red,18031A,13205C,13205E,991E
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #14,2025-02-08T12:11:31-05:00,18,10,8,0.2857142857142857,W,blue,blue,37377A,37404A,18031A,991G
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #19,2025-02-08T13:35:23-05:00,27,27,0,0.0,D,red,Tie,2536A,18031A,96504X,13205B
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #26,2025-02-08T14:11:19-05:00,20,3,17,0.7391304347826086,W,blue,blue,663E,13205B,663K,18031A
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #32,2025-02-08T14:41:44-05:00,14,11,3,0.12,W,red,red,18031A,37334B,663F,13205F
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Qualifier #34,2025-02-08T14:52:55-05:00,37,16,21,0.39622641509433965,W,blue,blue,37334F,37377A,2536A,18031A
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,QF #4-1,2025-02-08T16:03:40-05:00,25,14,11,0.28205128205128205,W,red,red,663F,18031A,37334B,37334A
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,SF #2-1,2025-02-08T16:39:11-05:00,24,17,7,0.17073170731707318,W,blue,blue,663E,13205B,663F,18031A
Fashionably Late to State Invitational (HS): Only for teams not yet qualified for State,Other,Event Region Championship,Final #1-1,2025-02-08T17:10:01-05:00,33,24,9,0.15789473684210525,W,blue,blue,13205A,96504X,663F,18031A
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #9,2025-03-14T17:31:43-04:00,17,29,-12,-0.2608695652173913,L,red,blue,18031A,991E,57249D,2775X
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #20,2025-03-14T18:30:48-04:00,32,22,10,0.18518518518518517,W,red,red,18031A,99989A,663H,663S
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #41,2025-03-14T19:57:45-04:00,29,6,23,0.6571428571428571,W,blue,blue,57711C,663C,18031A,73973A
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #64,2025-03-15T09:04:13-04:00,27,23,4,0.08,W,blue,blue,32511A,97934S,18031A,5999X
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #72,2025-03-15T09:32:06-04:00,35,14,21,0.42857142857142855,W,red,red,18031A,5999S,9364B,97934U
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #89,2025-03-15T10:30:48-04:00,38,22,16,0.26666666666666666,W,red,red,2775V,18031A,96504D,5999A
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #97,2025-03-15T10:58:14-04:00,41,28,13,0.18840579710144928,W,blue,blue,63663A,2774A,18031A,22391B
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #123,2025-03-15T12:27:18-04:00,16,50,-34,-0.5151515151515151,L,blue,red,57249A,663D,38401A,18031A
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #131,2025-03-15T12:57:28-04:00,31,30,1,0.01639344262295082,W,red,red,28646B,18031A,32511C,42652D
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,Qualifier #151,2025-03-15T15:03:44-04:00,9,31,-22,-0.55,L,red,blue,18031A,98709R,663A,9364D
Tennessee High School State Championship: VEX V5 Robotics Competition,Regional,None,R16 #7-1,2025-03-15T17:54:06-04:00,32,40,-8,-0.1111111111111111,L,blue,red,14338A,96504D,663A,18031A
